01794756669,12399,2018-11-22 16:01:11.851814+06
01713902961,13184,2018-10-01 17:40:36.282854+06
01789076288,11342,2018-10-17 20:20:01.118894+06
01758656191,11876,2018-09-17 18:39:12.987494+06
01716603539,11308,2018-10-11 04:02:53.841974+06
01703303040,11342,2019-01-23 05:35:05.385074+06
01784132650,13743,2019-01-08 07:01:10.525394+06
01707046749,13743,2018-11-09 15:32:19.923314+06
01705586979,13246,2019-02-01 20:09:00.803294+06
01721997135,12539,2018-09-07 18:19:37.842014+06
01780586406,11196,2018-08-16 15:04:50.330234+06
01759451525,13391,2019-01-27 03:16:16.794074+06
01762079782,13297,2018-11-30 23:25:16.083614+06
01749741708,12760,2018-12-30 09:31:51.867254+06
01781201762,11039,2018-10-27 04:47:49.595234+06
01788856261,12249,2018-12-16 19:31:10.457714+06
01749095247,12760,2019-01-11 20:20:18.223394+06
01709956636,10815,2018-09-13 01:46:06.624614+06
01747864993,10130,2018-10-31 04:42:59.563034+06
01725853172,12760,2019-01-23 10:14:26.317634+06
01795764023,10462,2018-11-17 10:17:58.461134+06
01725455557,10815,2018-08-31 18:44:58.285094+06
01754845860,12249,2018-09-25 13:47:52.423214+06
01708903201,10195,2018-10-08 12:57:10.550114+06
01705609762,10998,2019-01-10 16:07:29.839934+06
01744084095,12590,2018-10-04 00:50:50.319554+06
01742028238,11362,2018-11-04 09:45:07.699994+06
01730738714,12814,2018-09-10 09:58:12.686294+06
01732024790,11308,2018-11-01 12:51:53.793494+06
01746033698,13246,2019-01-18 17:34:34.753034+06
01728025054,10676,2018-10-20 15:52:27.138674+06
01700810277,13850,2019-02-02 21:13:32.649194+06
01776370255,13327,2019-01-20 07:25:19.573454+06
01731882403,11473,2018-10-06 08:29:02.138414+06
01789519569,10195,2018-10-07 09:53:27.612194+06
01775236758,10676,2018-10-04 14:44:03.663374+06
01782002334,11082,2018-09-25 00:11:54.564494+06
01751514346,13057,2018-10-16 20:21:59.298434+06
01703386116,13850,2018-10-14 22:25:43.748894+06
01744382635,11362,2018-12-30 21:14:30.368894+06
01773241809,13327,2018-12-29 00:37:50.742614+06
01752433617,11668,2018-09-19 17:12:15.424334+06
01726257934,13743,2019-01-16 22:41:03.646094+06
01759451525,12358,2019-01-12 06:51:43.842734+06
01721997135,13933,2018-10-05 22:51:12.856274+06
01710255354,12332,2018-12-21 06:33:23.119514+06
01714194040,11876,2018-12-08 17:11:20.002514+06
01794369970,11153,2018-12-07 20:19:48.190034+06
01727143682,12399,2018-08-20 04:48:21.419054+06
01728607800,13743,2018-09-18 10:30:35.396054+06
01710194004,11933,2018-08-24 06:05:47.415434+06
01723309111,13864,2019-01-12 19:32:37.084694+06
01711969338,10913,2019-01-07 01:40:48.343934+06
01756225046,11151,2018-09-13 19:51:18.952154+06
01728710443,13246,2018-11-22 00:35:14.528534+06
01721620647,10001,2018-11-19 02:25:00.408134+06
01713902961,12760,2018-12-09 01:10:18.941294+06
01735949752,11475,2019-01-24 23:29:28.552334+06
01789410513,13246,2018-08-31 23:37:47.160254+06
01778269679,11933,2018-10-07 02:10:54.080174+06
01782322613,12590,2018-10-01 16:55:14.919194+06
01766794236,11308,2019-02-04 04:50:39.092594+06
01719914243,13682,2018-12-11 20:42:32.910434+06
01761639072,11147,2018-11-14 20:34:56.610254+06
01724833897,11082,2018-10-22 21:14:21.751394+06
01788136559,11308,2018-09-15 02:17:09.312674+06
01776606701,12399,2019-01-12 03:03:37.594754+06
01792684571,13327,2018-11-15 03:47:55.028174+06
01750325802,13682,2019-01-30 03:11:37.897754+06
01749040508,10195,2018-10-25 07:03:58.526954+06
01731882403,13682,2019-01-26 21:21:57.442814+06
01727050722,12399,2018-09-10 08:22:58.595294+06
01741704913,10793,2019-01-18 03:02:37.629374+06
01791806616,12539,2018-10-08 08:26:57.798014+06
01784706596,13860,2018-11-10 13:32:29.313914+06
01749741708,11151,2018-09-13 01:07:34.765094+06
01768287566,11196,2018-09-24 18:24:47.015414+06
01754324322,11360,2018-12-07 13:53:11.642414+06
01778139748,12572,2019-01-02 07:59:29.127614+06
01792410880,13057,2018-11-04 01:11:04.492454+06
01763306477,12117,2018-10-11 01:57:49.740254+06
01704481877,13391,2018-09-18 19:04:35.996474+06
01727474962,12848,2018-09-07 01:59:00.068234+06
01742734043,12664,2018-09-28 22:48:01.574234+06
01745559355,11876,2018-12-02 19:47:39.209954+06
01765066332,11748,2018-11-14 08:19:31.314134+06
01778794670,11360,2019-01-17 02:18:14.148674+06
01705394390,11308,2018-12-16 04:14:00.972194+06
01779547238,12848,2018-08-15 03:11:02.386634+06
01755774160,10611,2018-12-22 00:31:01.825094+06
01733845269,11748,2018-08-13 14:03:04.502114+06
01713900675,10693,2019-01-31 18:27:44.887274+06
01710114960,12760,2018-12-05 00:06:33.510194+06
01761673648,13177,2018-09-16 06:53:38.402834+06
01759905458,13572,2019-01-31 02:30:02.949074+06
01792684571,10582,2018-11-08 19:32:23.601614+06
01760010692,11362,2018-12-22 10:42:53.688554+06
01719800924,12572,2018-11-20 01:37:32.058614+06
01721620647,11342,2018-12-04 21:35:29.148854+06
01728664244,13933,2019-01-29 21:12:48.290894+06
01721550931,13849,2018-10-15 23:44:36.461534+06
01754845860,13933,2018-10-31 01:52:17.556914+06
01704481877,12240,2019-01-11 04:28:15.962294+06
01791307413,11932,2018-12-07 19:59:04.723034+06
01739691515,10506,2018-12-17 09:20:08.355614+06
01754877389,10001,2018-12-11 01:28:42.490514+06
01704041985,11196,2018-10-10 07:51:55.930634+06
01744447430,10514,2018-09-11 10:57:54.614654+06
01756917222,13297,2018-08-14 12:10:38.252234+06
01732313420,10693,2019-01-04 21:32:23.377694+06
