2018-12-01 06:24:51.143354+06,01767338463,01713445015,1.97,outgoing
2018-09-14 02:27:59.776514+06,01732160293,01778139748,0,incoming
2018-10-01 13:16:54.944354+06,01731882403,01739691515,0,incoming
2018-12-09 15:34:07.007834+06,01787400059,01777129110,1.16,outgoing
2018-08-17 04:58:49.501154+06,01730738714,01704501749,0,incoming
2019-02-04 21:58:06.545954+06,01767413181,01764361637,1.07,outgoing
2018-12-22 17:39:38.793734+06,01756112191,01713026325,0,incoming
2018-09-07 01:54:32.376374+06,01713445015,01775779468,3.1,outgoing
2018-12-27 05:57:24.527114+06,01721550931,01707046749,0,incoming
2018-10-09 17:59:22.490114+06,01742784702,01757584385,0,incoming
2018-10-24 20:26:54.012434+06,01743130860,01728085256,1.07,outgoing
2018-12-14 16:45:29.553974+06,01782435062,01797426614,0,incoming
2018-08-17 03:30:41.498414+06,01714543845,01739871695,1.6,outgoing
2018-10-20 04:06:37.594034+06,01747864993,01714878823,0,incoming
2018-10-27 07:44:48.806294+06,01750141706,01745559355,3.49,outgoing
2018-12-03 16:27:00.909314+06,01754977572,01723544127,2.03,outgoing
2019-01-24 23:06:39.632714+06,01785530360,01705544354,0,incoming
2018-12-02 02:18:20.208194+06,01787962527,01755674974,2.07,outgoing
2018-09-28 03:27:52.146134+06,01730738714,01774749429,0,incoming
2018-10-16 07:10:41.009294+06,01755952542,01754845860,3.75,outgoing
2019-01-09 04:54:14.095574+06,01721286710,01700414154,0,incoming
2018-12-20 09:39:51.612074+06,01730259070,01767870578,0,incoming
2018-12-22 20:27:42.244334+06,01719111510,01786388452,1.55,outgoing
2018-11-23 02:31:05.310074+06,01796711595,01764907365,2.78,outgoing
2018-12-18 18:06:42.680114+06,01778269679,01756225046,3.31,outgoing
2018-09-26 17:39:33.846614+06,01791806616,01721029450,0,incoming
2018-11-25 00:26:38.515874+06,01715151373,01795764023,0,incoming
2019-01-18 04:48:46.306934+06,01789969020,01716782534,0,incoming
2019-01-10 09:28:14.725514+06,01711882749,01790894592,0,incoming
2018-12-29 23:01:08.453954+06,01716752603,01703386116,1.07,outgoing
2018-12-28 10:48:00.195614+06,01701970251,01750325802,1.88,outgoing
2018-08-10 10:20:13.932194+06,01765466550,01733172011,0,incoming
2018-10-26 21:15:24.938594+06,01745559355,01775807509,0,incoming
2019-01-16 12:57:26.322434+06,01738335929,01741261535,3.31,outgoing
2018-09-03 13:42:32.369354+06,01782335193,01743275439,0,incoming
2018-10-09 14:48:24.246854+06,01735727669,01748170210,1.72,outgoing
2018-12-01 20:59:14.873234+06,01742734043,01733175570,2.89,outgoing
2018-09-28 18:23:16.875734+06,01791615988,01704041985,2.98,outgoing
2018-12-15 11:32:52.339694+06,01774749429,01754977572,0,incoming
2018-12-07 19:26:29.993774+06,01727050722,01721664644,0,incoming
2018-11-12 00:05:56.701814+06,01705586979,01747341672,2.16,outgoing
2018-12-05 13:16:23.056274+06,01752433617,01775269784,1.2,outgoing
2018-12-05 20:20:07.138094+06,01797311737,01775920549,0,incoming
2018-12-16 22:20:31.085834+06,01775807509,01722673545,0,incoming
2018-10-09 15:19:32.449214+06,01774907049,01746015896,1.87,outgoing
2018-11-22 13:31:15.601214+06,01740281637,01702401540,2.88,outgoing
2018-10-31 16:34:13.453454+06,01767413181,01727617205,0,incoming
2018-09-02 17:57:06.321734+06,01761815776,01772610846,0,incoming
2019-01-13 18:51:50.852474+06,01776625579,01797104525,0,incoming
2018-09-01 04:20:12.618014+06,01700414154,01787962527,1.12,outgoing
2019-01-10 11:30:08.798174+06,01795319634,01747472058,1.69,outgoing
2018-11-05 19:35:37.252814+06,01740436197,01763306477,0,incoming
2018-11-21 04:45:48.011534+06,01766998706,01725927922,0,incoming
2018-10-05 22:02:03.986294+06,01727617205,01785277773,0,incoming
2018-12-30 04:56:54.658094+06,01768287566,01797005088,1.84,outgoing
2018-10-19 20:52:34.353254+06,01710114960,01735727669,2.03,outgoing
2018-12-16 05:45:56.111894+06,01763531668,01775920549,0,incoming
2019-01-25 13:51:48.418874+06,01719707919,01704699562,1.27,outgoing
2018-11-27 14:45:44.454194+06,01787962527,01783360877,0,incoming
2018-10-24 03:56:48.794594+06,01712687858,01767870578,1.06,outgoing
2019-02-04 17:11:03.554114+06,01751774862,01793504519,0,incoming
2019-01-10 15:39:42.160454+06,01766794236,01750838401,0,incoming
2018-08-26 13:00:27.948554+06,01728710443,01768176663,0,incoming
2018-10-20 18:34:25.391234+06,01715151373,01797550467,0,incoming
2018-10-26 11:33:30.306014+06,01756112191,01700810277,0,incoming
2019-01-19 10:10:53.373854+06,01763531668,01732663300,0,incoming
2018-08-11 05:02:53.093714+06,01795247412,01714502921,0,incoming
2018-11-28 11:23:31.826714+06,01706041640,01703680908,0,incoming
2018-09-22 05:51:20.011994+06,01782322613,01736737918,2.53,outgoing
2018-11-26 22:37:58.688174+06,01723309111,01704699562,0,incoming
2018-08-21 12:08:42.634454+06,01713062376,01786388452,0,incoming
2019-01-21 14:20:47.394374+06,01797005088,01736730220,0,incoming
2018-10-20 17:58:58.455434+06,01747937819,01794976120,0,incoming
2018-09-16 01:40:05.271374+06,01775289508,01736737918,0,incoming
2019-01-21 20:35:45.570614+06,01705586979,01792676294,0,incoming
2019-01-03 06:48:19.578914+06,01789266881,01725853172,0,incoming
2018-09-06 16:19:32.990654+06,01746544054,01764121009,1.66,outgoing
2018-09-14 08:35:31.369694+06,01790894592,01702265837,0,incoming
2018-11-12 22:45:24.633494+06,01734282151,01725927922,3.73,outgoing
2018-09-03 06:50:24.059174+06,01746033698,01785027703,0,incoming
2018-12-17 03:27:00.200294+06,01714653129,01721226328,0,incoming
2019-01-14 17:42:20.250854+06,01728607800,01784574967,0,incoming
2019-01-06 23:43:28.719974+06,01774550690,01754391891,2.07,outgoing
2018-10-03 11:34:33.784454+06,01764266498,01700101643,0,incoming
2018-09-12 15:06:41.956334+06,01747472058,01736730220,1.63,outgoing
2018-09-12 06:08:42.587654+06,01756225046,01792684571,2.42,outgoing
2019-01-23 00:28:30.020654+06,01750325802,01773241809,0,incoming
2019-02-04 22:27:04.255154+06,01735915944,01704434158,1.34,outgoing
2018-11-18 04:16:40.917674+06,01770543172,01703386116,2.81,outgoing
2018-10-21 15:21:09.306674+06,01778139748,01772901632,0,incoming
2019-02-03 07:28:35.657174+06,01743581225,01738093192,2.06,outgoing
2019-01-04 18:31:44.684534+06,01719707919,01711826579,1.68,outgoing
2019-01-23 21:23:28.221854+06,01705663312,01715295156,1.08,outgoing
2018-12-02 17:50:56.665094+06,01700101643,01704501749,0,incoming
2018-12-14 01:55:16.424174+06,01766533651,01789625185,0,incoming
2018-12-31 07:09:47.005514+06,01728999198,01702808407,0,incoming
2019-01-26 13:06:11.965094+06,01703303040,01703342818,2.47,outgoing
2018-10-08 11:47:58.992674+06,01736067391,01779773404,2.2,outgoing
2019-01-14 22:55:20.554454+06,01788346153,01745559355,1.64,outgoing
2018-12-15 15:50:27.495374+06,01716198784,01778459112,2.57,outgoing
2018-11-24 01:06:05.484734+06,01705586979,01792676294,2.32,outgoing
2018-08-14 09:15:46.579634+06,01708124637,01772610846,0,incoming
2019-01-06 05:15:05.218334+06,01725455557,01752571705,1.58,outgoing
2018-10-15 06:11:59.435474+06,01730277771,01784574967,0,incoming
2019-01-01 00:33:51.807554+06,01777454299,01727186604,0,incoming
2018-09-22 17:52:19.393454+06,01713026325,01710194004,0,incoming
2019-01-20 01:51:05.574734+06,01741775995,01789076288,0,incoming
2018-08-27 09:35:06.139454+06,01714194040,01721029450,0,incoming
2018-12-27 01:15:09.367334+06,01755952542,01775269784,2.73,outgoing
2019-01-25 15:33:21.720734+06,01722349279,01738928124,0,incoming
2018-09-25 13:55:28.007894+06,01732024790,01702265837,0,incoming
2019-02-03 17:06:27.010394+06,01727474962,01761023414,0,incoming
2019-01-25 07:23:56.395454+06,01775289508,01721550931,0,incoming
2018-09-04 15:13:50.765294+06,01772895911,01701899919,0,incoming
2019-01-27 07:57:46.524914+06,01722275589,01787400059,1.66,outgoing
2018-10-20 13:27:23.383754+06,01754523169,01726853063,2.82,outgoing
2018-10-09 10:06:08.819234+06,01736927075,01763306477,0,incoming
2018-11-26 17:37:10.670294+06,01770918622,01736730220,1.69,outgoing
2019-01-15 13:59:47.301854+06,01792684571,01755774160,1.28,outgoing
2018-11-26 14:25:34.652954+06,01722365520,01788346153,0,incoming
2018-08-22 07:41:14.899874+06,01792512553,01718761071,2.54,outgoing
2018-11-20 16:16:40.187774+06,01764907365,01719914243,0,incoming
2018-11-07 10:37:08.898734+06,01768208967,01797104525,1.55,outgoing
2018-10-08 22:33:09.298214+06,01791912341,01762079782,1.87,outgoing
2018-08-10 19:32:11.927714+06,01763531668,01784132650,2.47,outgoing
2019-02-03 18:41:15.435914+06,01713902961,01737347601,2.56,outgoing
2019-01-31 01:12:39.278294+06,01749095247,01702265837,3.46,outgoing
2018-08-21 06:46:14.003174+06,01750261806,01754523169,3.32,outgoing
2018-08-11 22:24:11.620214+06,01763306477,01795319634,3.47,outgoing
2018-09-07 09:15:38.924414+06,01787400059,01731489742,3.19,outgoing
2018-08-28 17:29:58.795754+06,01791595284,01780586406,1.88,outgoing
2018-08-20 18:54:16.400294+06,01731258256,01775920549,2.94,outgoing
2019-01-27 06:27:58.800374+06,01759905458,01708124637,0,incoming
2018-08-09 14:55:48.565874+06,01778139748,01771999425,1.29,outgoing
2019-01-26 02:11:34.425554+06,01734152011,01738928124,0,incoming
2018-12-15 18:29:33.881774+06,01736067391,01710745383,0,incoming
2019-01-09 20:29:42.817154+06,01714502921,01776208465,1.21,outgoing
2018-12-01 07:53:52.700234+06,01770094729,01730738714,0,incoming
2018-09-12 10:56:16.212794+06,01754811074,01733582404,1.39,outgoing
2019-01-04 23:10:27.900974+06,01799971297,01789076288,0,incoming
2018-09-27 18:32:18.268394+06,01741596241,01763612529,0,incoming
2018-09-05 04:29:50.933534+06,01738093192,01719199893,2.38,outgoing
2018-08-28 14:28:14.186054+06,01787400059,01701049410,2.87,outgoing
2018-12-01 22:38:55.772654+06,01720582084,01754392691,2.33,outgoing
2018-11-08 18:38:28.565474+06,01778806645,01747937819,1.03,outgoing
2018-12-16 01:50:07.638314+06,01758656191,01749604780,2.85,outgoing
2018-09-07 03:48:18.340514+06,01706041640,01782623683,1.94,outgoing
2018-12-04 01:26:49.124714+06,01725646489,01757935139,2.43,outgoing
2018-12-18 03:04:28.098614+06,01789419777,01706210760,3.98,outgoing
2018-10-06 20:18:27.355994+06,01756225046,01754344541,2.62,outgoing
2018-08-09 13:28:36.637814+06,01754338954,01748041958,1.17,outgoing
2018-11-22 05:48:36.912914+06,01766107987,01740880492,0,incoming
2018-11-23 16:51:18.934694+06,01738093192,01723672315,0,incoming
2018-12-20 06:42:23.867774+06,01727186604,01744447430,2.62,outgoing
2019-02-04 17:15:36.873134+06,01792619670,01714653129,3.58,outgoing
2018-12-04 22:49:18.088094+06,01791806616,01721286710,0,incoming
2019-01-20 00:46:22.332134+06,01739823009,01728710443,3.51,outgoing
2018-10-22 07:29:18.253994+06,01759905458,01743964979,0,incoming
2019-01-30 23:51:06.839054+06,01719914243,01733172011,2.14,outgoing
2018-10-02 00:05:11.310314+06,01764361637,01727617205,0,incoming
2018-08-10 01:53:13.431074+06,01748041958,01769719134,0,incoming
2018-10-18 10:06:21.214574+06,01786830742,01738928124,0,incoming
2018-11-28 14:58:06.858974+06,01740436197,01748368650,1.34,outgoing
2018-10-30 02:43:24.005414+06,01748058520,01701899919,0,incoming
2019-02-04 23:44:11.080994+06,01751360250,01732882890,2.75,outgoing
2018-12-10 12:28:25.479614+06,01764583701,01705845304,0,incoming
2018-10-10 05:46:14.467754+06,01722184149,01727474962,1.98,outgoing
2018-11-30 00:54:58.990274+06,01721326817,01747937819,1.74,outgoing
2018-12-24 03:39:27.057014+06,01766107987,01704890186,0,incoming
2018-12-21 12:10:14.898854+06,01781201762,01701049410,0,incoming
2018-11-08 07:06:10.106414+06,01720582084,01739871695,2.29,outgoing
2018-12-15 03:41:32.439974+06,01711826579,01735566144,3.14,outgoing
2018-12-18 14:50:06.085094+06,01727474962,01718522483,1.61,outgoing
2018-12-11 02:50:08.774294+06,01775807509,01758514718,2.86,outgoing
2019-01-06 15:37:09.129314+06,01702767305,01777129110,1.81,outgoing
2019-01-17 19:47:51.429254+06,01701049410,01721550931,3.53,outgoing
2018-08-16 15:51:43.760834+06,01755952542,01748785746,2.51,outgoing
2018-10-31 01:18:58.861754+06,01732516921,01735949752,0,incoming
2018-11-29 03:55:40.455074+06,01737347601,01786291508,3.03,outgoing
2019-01-01 09:47:36.071474+06,01775807509,01728085256,0,incoming
2018-11-30 07:52:01.034354+06,01713144648,01727143682,0,incoming
2018-09-20 00:27:17.585774+06,01755952542,01778939572,1.21,outgoing
2018-09-10 01:06:20.050694+06,01750879190,01747472058,0,incoming
2018-08-15 05:47:35.583674+06,01739691515,01761673648,1.59,outgoing
2018-10-23 18:11:23.044154+06,01723544127,01741775995,1.75,outgoing
2019-02-03 16:29:02.493914+06,01700414154,01739871695,2.56,outgoing
2018-09-07 20:01:32.334014+06,01720939890,01790894592,0,incoming
