2018-08-18 02:07:25.551794+06,01755952542,01743964979,0,incoming
2018-11-25 10:46:29.884394+06,01722275589,01731322700,0.5,outgoing
2018-10-09 07:04:57.739934+06,01793504519,01716782534,0.5,outgoing
2018-11-16 14:40:55.259534+06,01720582084,01743130860,0,incoming
2018-08-28 12:38:57.912674+06,01743908864,01704041985,0.5,outgoing
2019-01-11 09:01:37.410914+06,01729425056,01779547238,0.5,outgoing
2018-09-27 13:56:59.919854+06,01794976120,01774907049,0.5,outgoing
2018-11-02 05:03:31.396274+06,01704501749,01795764023,0,incoming
2019-01-03 17:12:28.102274+06,01724056194,01711882749,0.5,outgoing
2018-12-23 08:11:46.403834+06,01732882890,01744127087,0,incoming
2019-01-21 21:36:15.148934+06,01745559355,01793519111,0,incoming
2018-12-04 21:33:39.309974+06,01773585894,01774749429,0,incoming
2019-02-03 06:13:37.100954+06,01701366896,01735949752,0,incoming
2018-09-06 08:22:04.822634+06,01752433617,01766998706,0,incoming
2019-01-19 18:05:35.425634+06,01714804695,01721997135,0.5,outgoing
2018-11-28 01:24:45.600434+06,01764907365,01753529043,0,incoming
2018-11-27 02:35:50.869094+06,01788492732,01728607800,0.5,outgoing
2018-09-28 18:30:29.431034+06,01777454299,01775269784,0,incoming
2018-12-23 20:49:52.631354+06,01766998706,01732516921,0,incoming
2019-01-07 20:29:46.767074+06,01723672315,01781201762,0.5,outgoing
2018-10-09 03:35:12.444314+06,01761815776,01744382635,0.5,outgoing
2018-11-25 21:02:38.635034+06,01778939572,01709816985,0.5,outgoing
2018-12-29 10:16:47.041814+06,01785530360,01782322613,0,incoming
2018-12-08 01:38:54.075434+06,01754344541,01728664244,0.5,outgoing
2018-09-26 03:35:42.101834+06,01704481877,01766794236,0.5,outgoing
2018-12-02 14:22:40.938014+06,01726206439,01786291508,0,incoming
2019-01-04 09:43:22.333934+06,01710194004,01791806616,0.5,outgoing
2018-08-29 13:12:21.693914+06,01700601327,01706455417,0,incoming
2018-10-14 14:53:47.480774+06,01774550690,01766533651,0.5,outgoing
2018-10-24 09:31:56.818154+06,01746227692,01737236559,0,incoming
2018-08-21 18:23:22.386974+06,01710745383,01740646419,0.5,outgoing
2018-09-21 16:15:12.506894+06,01795247412,01716115573,0.5,outgoing
2018-12-31 13:34:56.215154+06,01727143682,01769466313,0.5,outgoing
2018-10-20 13:45:50.991614+06,01748785746,01749763490,0,incoming
2018-09-29 02:27:05.261534+06,01729425056,01772610846,0,incoming
2018-09-09 05:54:51.392114+06,01714804695,01778806645,0,incoming
2018-11-06 21:44:44.534534+06,01765575350,01776022042,0.5,outgoing
