2018-12-03 20:12:42.651134+06,01701225627,68.411
2018-11-06 20:59:17.869694+06,01711882749,67.306
2018-08-16 15:10:13.119014+06,01758855346,66.501
2018-08-26 01:16:10.304534+06,01734152011,92.595
2018-09-18 20:09:20.477474+06,01760528796,88.922
2018-09-19 07:08:34.957094+06,01772901632,7.121
2018-12-09 12:15:15.067754+06,01709816985,94.883
2018-11-01 12:20:31.418654+06,01732570239,45.069
2018-11-17 14:33:31.669514+06,01705663312,37.286
2018-10-14 16:02:52.795634+06,01718522483,82.379
2018-08-10 19:50:08.865734+06,01781282360,6.314
2018-11-27 15:17:29.887394+06,01765575350,21.031
2018-10-03 19:09:56.767274+06,01754977572,43.259
2018-09-04 15:30:07.387694+06,01799319021,61.24
2018-11-25 21:40:43.503734+06,01704699562,43.669
2018-11-01 06:20:20.354234+06,01783411433,66.884
2018-08-21 01:42:21.134114+06,01712687858,23.402
2018-09-19 08:51:54.527534+06,01756917222,31.449
2018-10-02 03:43:13.803014+06,01747472058,33.545
2018-11-30 09:50:34.070054+06,01766107987,60.05
2018-09-21 09:24:03.523094+06,01787148977,65.712
2018-09-18 02:12:46.652894+06,01707465795,90.195
2018-11-07 00:21:36.937214+06,01735622137,94.235
2018-08-26 23:10:15.554594+06,01778269679,58.501
2018-12-26 03:45:13.169114+06,01751774862,8.573
2018-10-15 00:39:28.475414+06,01723951918,43.282
2018-09-10 15:45:04.172714+06,01733760643,81.06
2018-09-19 12:49:36.250994+06,01772901632,60.264
2019-01-11 00:11:41.407214+06,01775779468,19.429
2018-12-18 04:03:58.539194+06,01788346153,29.207
2018-10-26 06:03:14.242094+06,01744127087,23.111
2018-11-17 11:09:46.994714+06,01751774862,52.598
2018-10-31 04:41:41.509094+06,01711826579,77.007
2018-12-24 10:59:55.715054+06,01706210760,82.453
2018-09-05 08:52:30.121454+06,01767413181,31.976
2018-10-29 13:57:24.551594+06,01735949752,45.294
2018-12-27 00:52:36.966674+06,01746227692,69.183
2018-12-17 19:10:10.893854+06,01767446400,47.837
2018-10-27 23:06:08.914454+06,01710255354,69.746
2018-12-08 16:17:29.963174+06,01724145905,89.581
2018-12-21 20:10:27.524774+06,01779547238,37.514
2018-10-16 15:22:58.664234+06,01748041958,38.946
2018-11-14 06:08:12.324974+06,01719707919,9.42
2019-01-05 20:39:30.718754+06,01703386116,62.397
2018-10-09 17:10:46.940474+06,01750261806,87.903
2018-10-31 05:17:41.649494+06,01716115573,19.456
2018-10-25 00:43:40.473254+06,01778269679,42.24
2018-09-27 15:47:58.558514+06,01706455417,56.338
2018-10-04 03:06:44.778554+06,01742784702,37.108
2018-08-23 14:01:52.190354+06,01789523452,36.99
2018-10-31 03:56:28.133294+06,01710745383,26.609
2018-09-12 23:11:04.495154+06,01791595284,64.413
2019-01-28 14:02:57.416054+06,01750141706,0.828
2019-01-17 09:41:19.732874+06,01792619670,39.963
2019-01-29 14:48:32.230214+06,01767446400,0.287
2018-08-30 01:36:32.249474+06,01705394390,97.856
2018-08-31 07:50:33.962234+06,01710282646,2.315
2018-10-30 21:02:02.906654+06,01719199893,13.037
2018-11-23 22:34:54.757694+06,01764907365,42.754
2018-09-02 18:47:31.869554+06,01734326571,88.586
2018-11-11 14:37:57.813554+06,01789076288,11.082
2018-10-31 15:07:50.843054+06,01705009929,56.716
2018-11-19 15:21:06.043274+06,01706041640,69.671
2018-08-19 16:29:20.761574+06,01750325802,42.821
2018-11-04 04:57:22.212494+06,01786108976,97.062
2018-08-31 23:05:48.054074+06,01789519569,46.294
2018-12-11 05:49:53.369894+06,01752571705,91.123
2018-08-13 15:04:18.843014+06,01711432215,15.666
2018-08-11 19:22:11.129114+06,01761639072,47.352
2018-10-18 13:41:12.533774+06,01713902961,1.236
2019-01-18 12:56:46.611554+06,01740281637,87.354
2018-11-22 09:17:22.404434+06,01707323531,96.254
2018-09-20 09:05:31.930034+06,01725455557,44.793
2018-12-21 18:09:14.774894+06,01799319021,27.235
2019-01-30 00:21:00.504854+06,01776606701,88.868
2018-09-04 03:16:21.321074+06,01734326571,6.709
2018-10-04 21:38:16.578554+06,01792012939,48.94
2018-12-22 15:40:34.588694+06,01783360877,19.51
2018-09-15 03:51:11.020094+06,01710914021,70.052
2018-08-13 15:23:50.976734+06,01778939572,15.292
2018-12-01 09:52:32.717234+06,01719773103,35.632
2019-01-04 09:50:37.018274+06,01779773404,27.071
2018-10-30 11:37:26.025914+06,01763225985,49.789
2018-09-27 06:22:37.349534+06,01798161655,24.42
2018-08-17 14:09:02.509694+06,01716752603,44.936
2018-09-20 08:47:27.286574+06,01756526016,4.98
2018-11-15 17:39:08.032274+06,01791806616,82.459
2018-08-16 01:42:39.445874+06,01767413181,76.354
2018-11-29 11:25:46.399034+06,01701899919,94.961
2018-10-12 03:38:00.102074+06,01767870578,40.79
2018-12-18 05:12:48.573494+06,01747970534,16.274
2019-01-24 22:15:56.066894+06,01704890186,89.156
2018-10-26 08:15:07.985654+06,01723309111,24.072
2018-12-29 19:38:07.057094+06,01768176663,89.302
2019-02-03 10:18:07.256834+06,01713144648,88.542
2018-11-23 11:01:52.513814+06,01747970534,45.605
2018-10-06 15:48:28.052054+06,01735727669,74.141
2018-12-08 05:23:02.120774+06,01743908864,19.993
2019-01-30 19:33:19.103894+06,01777452879,29.6
2018-10-06 02:39:49.288814+06,01716198784,37.033
2019-02-02 08:28:45.890174+06,01736542590,45.152
2018-12-05 23:17:09.579074+06,01723951918,99.363
2019-01-29 17:40:32.710034+06,01774597248,50.905
2018-10-31 01:52:17.556914+06,01744474614,9.964
2018-10-29 11:35:33.454814+06,01785027703,51.214
2019-01-10 02:21:19.434194+06,01733760643,61.656
2019-01-12 01:54:46.256894+06,01750879190,83.853
2018-11-03 20:43:02.964674+06,01741704913,40.284
2018-10-05 12:27:52.687394+06,01705609762,58.176
2018-09-10 07:24:16.140014+06,01742028238,75.59
2019-01-08 00:34:06.277214+06,01716198784,0.349
2018-10-08 03:16:26.592014+06,01751774862,13.55
2018-10-20 02:18:38.657654+06,01750838401,10.553
2018-09-22 15:13:19.836254+06,01704890186,94.087
2018-08-11 22:24:11.620214+06,01722349279,30.762
2018-10-08 03:44:02.981174+06,01753529043,77.11
2019-02-05 03:38:29.203934+06,01759905458,32.402
2018-09-05 08:12:06.706754+06,01721326817,44.683
